system:index,IGBP,b0,b10,b100,b200,b30,b60,site,.geo
00006d179be677a12de8,ENF,26,25,21,20,24,24,CA-TP1,"{""type"":""Point"",""coordinates"":[-80.55950000000001,42.660900000000005]}"
000059cccbb0254ff5fa,DBF,23,22,20,19,22,22,CA-TPD,"{""type"":""Point"",""coordinates"":[-80.5577,42.6353]}"
0000682e96f8077ea41e,WET,27,27,26,26,26,26,US-ORv,"{""type"":""Point"",""coordinates"":[-83.0183,40.020100000000006]}"
00000ff766f2eb768032,CRO,22,22,20,19,21,21,US-CRT,"{""type"":""Point"",""coordinates"":[-83.3471,41.6285]}"
000068f0f9c83a243109,WET,33,32,30,29,31,30,US-WPT,"{""type"":""Point"",""coordinates"":[-82.9962,41.46459999999999]}"
000002ab805c65fd35f0,DBF,23,21,19,18,20,20,US-Oho,"{""type"":""Point"",""coordinates"":[-83.8438,41.554500000000004]}"
0000618f02a3af193d09,DBF,22,22,22,22,21,22,US-MMS,"{""type"":""Point"",""coordinates"":[-86.4131,39.3232]}"
00004cf62fe23fb6ce76,GRA,22,22,23,22,22,23,US-Goo,"{""type"":""Point"",""coordinates"":[-89.8735,34.25470000000001]}"
00006652e207827bba3e,ENF,18,18,20,21,19,20,US-KS1,"{""type"":""Point"",""coordinates"":[-80.6709,28.4583]}"
0000fdbedd108973f707,CSH,25,24,25,25,25,25,US-KS2,"{""type"":""Point"",""coordinates"":[-80.6715,28.608600000000003]}"
00008d87a079823e73d8,DBF,29,26,14,14,21,17,US-Ha1,"{""type"":""Point"",""coordinates"":[-72.17150000000001,42.5378]}"
0000010a375a70902d46,EBF,31,31,31,30,29,31,GF-Guy,"{""type"":""Point"",""coordinates"":[-52.9249,5.2787999999999995]}"
00007b286f00cf543892,GRA,39,39,40,41,41,40,PA-SPs,"{""type"":""Point"",""coordinates"":[-79.6314,9.3138]}"
0000594c8a4a402bee09,DBF,43,43,45,45,45,44,PA-SPn,"{""type"":""Point"",""coordinates"":[-79.6346,9.3181]}"
00003d562295c229fd04,EBF,31,32,30,29,31,32,BR-Sa3,"{""type"":""Point"",""coordinates"":[-54.9714,-3.018]}"
000073efd6338a23d2b6,EBF,30,31,32,32,31,33,BR-Sa1,"{""type"":""Point"",""coordinates"":[-54.95889999999998,-2.8566999999999996]}"
0000aad3c8be618e2dec,ENF,36,34,36,37,37,36,AR-Vir,"{""type"":""Point"",""coordinates"":[-56.1886,-28.2395]}"
000034845f790def9e53,MF,27,27,27,27,27,27,AR-SLu,"{""type"":""Point"",""coordinates"":[-66.4598,-33.4648]}"
