system:index,IGBP,b0,b10,b100,b200,b30,b60,site,.geo
0000c84624d7651ca2f5,CRO,73,73,76,76,74,75,IT-CA2,"{""type"":""Point"",""coordinates"":[12.026000000000003,42.3772]}"
00006acdc2f370252da7,DBF,72,72,75,76,72,74,IT-CA3,"{""type"":""Point"",""coordinates"":[12.0222,42.38]}"
0000f494963fb9e814db,DBF,67,67,72,72,69,70,IT-Ro2,"{""type"":""Point"",""coordinates"":[11.920899999999998,42.3903]}"
00004e1e8bcb86ecc72f,DBF,65,66,71,72,68,69,IT-Ro1,"{""type"":""Point"",""coordinates"":[11.93,42.4081]}"
0000cb4c1fdc5c023755,DBF,65,64,66,66,65,65,IT-Col,"{""type"":""Point"",""coordinates"":[13.5881,41.84940000000001]}"
0000a32b7d3a40b35fbf,CRO,70,70,73,74,70,71,IT-BCi,"{""type"":""Point"",""coordinates"":[14.957400000000003,40.5238]}"
000027350c546462761e,SAV,79,79,81,81,78,80,SD-Dem,"{""type"":""Point"",""coordinates"":[30.4783,13.282899999999998]}"
00007f5683b12c0e9037,DBF,54,54,55,56,54,54,ZM-Mon,"{""type"":""Point"",""coordinates"":[23.2528,-15.4378]}"
000047137e78afc1314a,SAV,52,51,52,52,51,51,CG-Tch,"{""type"":""Point"",""coordinates"":[11.6564,-4.2892]}"
0000b107de66bce8c7c0,SAV,65,65,70,71,65,69,ZA-Kru,"{""type"":""Point"",""coordinates"":[31.496900000000007,-25.0197]}"
0000e52c3081f8cf0105,ENF,73,72,77,78,74,76,AU-ASM,"{""type"":""Point"",""coordinates"":[133.249,-22.282999999999998]}"
0000fa9839a1e29b79f7,OSH,78,78,82,82,79,81,AU-TTE,"{""type"":""Point"",""coordinates"":[133.64,-22.28700000000001]}"
0000389de5d845f88b07,GRA,72,72,77,78,75,77,AU-Stp,"{""type"":""Point"",""coordinates"":[133.3502,-17.1507]}"
0000db0a06ab6ff600fa,SAV,74,74,79,79,75,77,AU-GWW,"{""type"":""Point"",""coordinates"":[120.6541,-30.191299999999988]}"
00006e638c0efb9c8a66,WSA,70,71,76,77,72,74,AU-Gin,"{""type"":""Point"",""coordinates"":[115.71380000000002,-31.376400000000004]}"
000004250f30de102e1e,SAV,63,63,70,70,66,69,AU-Dry,"{""type"":""Point"",""coordinates"":[132.3706,-15.258800000000006]}"
00009fdfa98879bbff09,WSA,70,69,72,72,70,70,AU-RDF,"{""type"":""Point"",""coordinates"":[132.4776,-14.563599999999992]}"
0000b97b730d555ecaf9,GRA,61,61,65,65,64,64,AU-DaP,"{""type"":""Point"",""coordinates"":[131.31809999999996,-14.063299999999996]}"
00005027024e12185c47,SAV,63,63,68,68,65,67,AU-DaS,"{""type"":""Point"",""coordinates"":[131.38809999999998,-14.159299999999995]}"
0000557d838ee3d63df1,WSA,63,62,64,65,62,63,AU-Ade,"{""type"":""Point"",""coordinates"":[131.1178,-13.076900000000004]}"
0000d58518c69654c754,WSA,62,61,62,62,62,61,AU-How,"{""type"":""Point"",""coordinates"":[131.1523,-12.4943]}"
000001aa37deb709687d,WET,68,68,69,69,68,67,AU-Fog,"{""type"":""Point"",""coordinates"":[131.3072,-12.5452]}"
00000dc6a8d173fb4e34,EBF,47,48,50,51,48,49,MY-PSO,"{""type"":""Point"",""coordinates"":[102.3062,2.973]}"
0000e17fc3af1c7c50e6,ENF,56,56,60,60,58,59,CN-Qia,"{""type"":""Point"",""coordinates"":[115.05809999999997,26.7414]}"
0000309c2d3308b1a282,GRA,80,81,81,83,80,81,CN-Sw2,"{""type"":""Point"",""coordinates"":[111.89709999999998,41.7902]}"
0000f668be56ee5149ad,WET,75,75,79,80,76,77,CN-Ha2,"{""type"":""Point"",""coordinates"":[101.3269,37.6086]}"
000068cab18922cadd90,GRA,65,65,68,69,65,67,CN-HaM,"{""type"":""Point"",""coordinates"":[101.18,37.36999999999999]}"
0000c458d9ea53ff9503,EBF,55,55,57,57,56,56,CN-Din,"{""type"":""Point"",""coordinates"":[112.53609999999999,23.173299999999998]}"
000043ea0dfb82d7f7f6,GRA,79,79,81,81,78,80,CN-Dan,"{""type"":""Point"",""coordinates"":[91.06639999999999,30.497799999999987]}"
