system:index,IGBP,b0,b10,b100,b200,b30,b60,site,.geo
0000981f289943bc12db,CRO,161,161,167,165,166,164,US-Lin,"{""type"":""Point"",""coordinates"":[-119.84230000000001,36.3566]}"
000030828eadb305ce97,ENF,92,96,129,132,103,125,US-Blo,"{""type"":""Point"",""coordinates"":[-120.6328,38.8953]}"
0000b24631442ade5b34,GRA,162,162,174,174,168,171,US-Var,"{""type"":""Point"",""coordinates"":[-120.9507,38.41330000000001]}"
0000284eb6edc818db7b,WSA,158,158,171,171,162,168,US-Ton,"{""type"":""Point"",""coordinates"":[-120.96600000000002,38.431599999999996]}"
0000661d9dc11b3552e4,OSH,149,151,156,156,153,156,US-SRC,"{""type"":""Point"",""coordinates"":[-110.8395,31.908300000000008]}"
0000dc659a4bc464d935,WSA,149,151,158,157,154,156,US-SRM,"{""type"":""Point"",""coordinates"":[-110.86610000000002,31.8214]}"
00004823a2bfc7474b1b,GRA,148,152,158,159,154,156,US-SRG,"{""type"":""Point"",""coordinates"":[-110.82770000000002,31.789400000000008]}"
00002f1105c7a6945a0d,OSH,146,148,155,154,154,154,US-Whs,"{""type"":""Point"",""coordinates"":[-110.05220000000001,31.74380000000001]}"
00008100a44fd2e75363,GRA,144,149,154,154,151,153,US-Wkg,"{""type"":""Point"",""coordinates"":[-109.94190000000003,31.7365]}"
00000f7de506e779ede0,GRA,149,151,154,154,153,152,US-Cop,"{""type"":""Point"",""coordinates"":[-109.39000000000003,38.08999999999999]}"
0000793ce8039486bd6d,OSH,144,148,157,157,153,154,US-Sta,"{""type"":""Point"",""coordinates"":[-106.8024,41.3966]}"
00007869346c88fae64b,ENF,101,110,154,159,122,141,US-GBT,"{""type"":""Point"",""coordinates"":[-106.2397,41.365800000000014]}"
00005822fb12f49c74d1,ENF,102,112,146,152,120,133,US-GLE,"{""type"":""Point"",""coordinates"":[-106.23989999999999,41.3665]}"
000030032be5a1ed12e6,ENF,97,117,157,163,127,146,US-NR1,"{""type"":""Point"",""coordinates"":[-105.54640000000002,40.032900000000005]}"
0000f7d98fc0c4040ac9,CRO,155,156,161,159,161,162,US-Ne1,"{""type"":""Point"",""coordinates"":[-96.4766,41.1651]}"
0000e10679afad3f4761,CRO,151,152,157,157,156,156,US-Ne2,"{""type"":""Point"",""coordinates"":[-96.47010000000002,41.16490000000001]}"
00007c0ee3f8ddbf869d,CRO,155,156,159,158,158,161,US-Ne3,"{""type"":""Point"",""coordinates"":[-96.4397,41.17969999999999]}"
0000e86f13c0ce8f2dc3,GRA,156,159,164,165,162,162,US-AR2,"{""type"":""Point"",""coordinates"":[-99.59750000000001,36.6358]}"
000080af4f8f907cc6f9,GRA,156,159,169,170,162,164,US-AR1,"{""type"":""Point"",""coordinates"":[-99.42000000000003,36.42670000000001]}"
00001dd83bec340e887b,GRA,164,167,180,184,171,173,US-LWW,"{""type"":""Point"",""coordinates"":[-97.97889999999998,34.96040000000001]}"
00000cff3a4a9ccca1c8,GRA,157,158,174,176,161,171,US-ARb,"{""type"":""Point"",""coordinates"":[-98.0402,35.5497]}"
0000fb674a3a95f35a1b,GRA,154,154,173,174,159,169,US-ARc,"{""type"":""Point"",""coordinates"":[-98.04000000000002,35.5465]}"
0000fb74a73853e47faa,CRO,159,162,176,178,167,176,US-ARM,"{""type"":""Point"",""coordinates"":[-97.48880000000001,36.6058]}"
000056102756d31d1129,GRA,156,157,173,176,161,169,US-IB2,"{""type"":""Point"",""coordinates"":[-88.24099999999999,41.8406]}"
00002835054df40641d7,ENF,138,146,164,165,152,160,CA-TP4,"{""type"":""Point"",""coordinates"":[-80.3574,42.71020000000001]}"
00003588e2f23330ad38,ENF,134,138,165,166,148,156,CA-TP3,"{""type"":""Point"",""coordinates"":[-80.3483,42.7068]}"
0000f61b86d516990066,ENF,128,130,163,165,144,155,CA-TP2,"{""type"":""Point"",""coordinates"":[-80.4588,42.7744]}"
00006d179be677a12de8,ENF,128,132,159,161,142,151,CA-TP1,"{""type"":""Point"",""coordinates"":[-80.55950000000001,42.660900000000005]}"
000059cccbb0254ff5fa,DBF,127,131,164,170,144,157,CA-TPD,"{""type"":""Point"",""coordinates"":[-80.5577,42.6353]}"
0000682e96f8077ea41e,WET,137,141,167,169,153,163,US-ORv,"{""type"":""Point"",""coordinates"":[-83.0183,40.020100000000006]}"
00000ff766f2eb768032,CRO,155,155,172,176,161,169,US-CRT,"{""type"":""Point"",""coordinates"":[-83.3471,41.6285]}"
000068f0f9c83a243109,WET,137,143,158,158,151,151,US-WPT,"{""type"":""Point"",""coordinates"":[-82.9962,41.46459999999999]}"
000002ab805c65fd35f0,DBF,138,143,167,171,153,164,US-Oho,"{""type"":""Point"",""coordinates"":[-83.8438,41.554500000000004]}"
0000618f02a3af193d09,DBF,114,117,137,140,127,135,US-MMS,"{""type"":""Point"",""coordinates"":[-86.4131,39.3232]}"
00004cf62fe23fb6ce76,GRA,151,153,163,166,156,160,US-Goo,"{""type"":""Point"",""coordinates"":[-89.8735,34.25470000000001]}"
00006652e207827bba3e,ENF,137,139,162,164,149,155,US-KS1,"{""type"":""Point"",""coordinates"":[-80.6709,28.4583]}"
0000fdbedd108973f707,CSH,115,120,135,137,129,130,US-KS2,"{""type"":""Point"",""coordinates"":[-80.6715,28.608600000000003]}"
00008d87a079823e73d8,DBF,107,115,174,176,131,160,US-Ha1,"{""type"":""Point"",""coordinates"":[-72.17150000000001,42.5378]}"
0000010a375a70902d46,EBF,122,124,141,141,131,138,GF-Guy,"{""type"":""Point"",""coordinates"":[-52.9249,5.2787999999999995]}"
00007b286f00cf543892,GRA,116,118,124,125,123,122,PA-SPs,"{""type"":""Point"",""coordinates"":[-79.6314,9.3138]}"
0000594c8a4a402bee09,DBF,119,121,131,131,127,128,PA-SPn,"{""type"":""Point"",""coordinates"":[-79.6346,9.3181]}"
00003d562295c229fd04,EBF,123,123,123,121,127,128,BR-Sa3,"{""type"":""Point"",""coordinates"":[-54.9714,-3.018]}"
000073efd6338a23d2b6,EBF,127,127,131,132,130,131,BR-Sa1,"{""type"":""Point"",""coordinates"":[-54.95889999999998,-2.8566999999999996]}"
0000aad3c8be618e2dec,ENF,111,111,119,120,119,117,AR-Vir,"{""type"":""Point"",""coordinates"":[-56.1886,-28.2395]}"
000034845f790def9e53,MF,122,122,126,127,124,125,AR-SLu,"{""type"":""Point"",""coordinates"":[-66.4598,-33.4648]}"
