system:index,IGBP,b0,b10,b100,b200,b30,b60,site,.geo
00005a022d44e9fa7688,CRO,5,5,0,0,2,1,DE-Kli,"{""type"":""Point"",""coordinates"":[13.522500000000003,50.89289999999999]}"
00004743c98d9ccf5874,ENF,18,17,5,4,9,5,DE-Obe,"{""type"":""Point"",""coordinates"":[13.7196,50.78360000000001]}"
00005d2e09d4b848e7f0,GRA,14,12,2,2,5,2,CZ-BK2,"{""type"":""Point"",""coordinates"":[18.542899999999992,49.494399999999985]}"
0000e03dab5bc5c9afa7,ENF,16,13,2,2,6,3,CZ-BK1,"{""type"":""Point"",""coordinates"":[18.536899999999996,49.5021]}"
0000f74742346a08555e,WET,6,6,2,2,3,2,CZ-wet,"{""type"":""Point"",""coordinates"":[14.770400000000002,49.024700000000024]}"
0000c08bf4eab338c151,ENF,21,19,3,3,8,4,DE-Lkb,"{""type"":""Point"",""coordinates"":[13.3047,49.0996]}"
0000220a99e14cfe3530,ENF,15,11,1,1,5,2,IT-Ren,"{""type"":""Point"",""coordinates"":[11.4337,46.5869]}"
0000de0c8b98ec1230e4,ENF,19,13,2,2,7,4,IT-Lav,"{""type"":""Point"",""coordinates"":[11.2813,45.95619999999999]}"
0000793d498812889f6e,ENF,18,14,3,3,7,4,IT-La2,"{""type"":""Point"",""coordinates"":[11.285299999999996,45.95419999999999]}"
00007c7e63578b8fef06,GRA,11,10,4,3,6,4,IT-MBo,"{""type"":""Point"",""coordinates"":[11.0458,46.01469999999999]}"
000020f23d98a22e342e,ENF,13,10,2,2,5,4,CH-Dav,"{""type"":""Point"",""coordinates"":[9.8559,46.815300000000015]}"
0000ab827b4b97df82b5,GRA,12,10,2,2,5,4,CH-Fru,"{""type"":""Point"",""coordinates"":[8.5378,47.1158]}"
0000572ae6076b36c1fa,DBF,5,5,0,0,2,0,IT-Isp,"{""type"":""Point"",""coordinates"":[8.633600000000001,45.81260000000001]}"
000060360cb68d0cd764,DBF,3,3,1,1,2,1,IT-PT1,"{""type"":""Point"",""coordinates"":[9.060999999999998,45.2009]}"
0000582e6f5d43f541f5,GRA,12,9,2,2,5,3,IT-Tor,"{""type"":""Point"",""coordinates"":[7.578100000000001,45.8444]}"
000091635ee99e7eb713,GRA,7,7,2,2,3,2,CH-Cha,"{""type"":""Point"",""coordinates"":[8.4104,47.21020000000001]}"
00003a2aa7b332e3372f,MF,12,12,1,1,4,2,CH-Lae,"{""type"":""Point"",""coordinates"":[8.365,47.4781]}"
00000ba6ffe8c2fb0aa5,GRA,5,4,1,1,2,1,CH-Oe1,"{""type"":""Point"",""coordinates"":[7.7318999999999996,47.28580000000001]}"
0000642b29a9c816147c,CRO,6,5,1,1,3,1,CH-Oe2,"{""type"":""Point"",""coordinates"":[7.7343,47.2863]}"
00006b5af119943a589d,GRA,13,13,5,4,8,6,AT-Neu,"{""type"":""Point"",""coordinates"":[11.317500000000003,47.1167]}"
0000e29037a86f513e07,WET,9,7,1,1,2,1,DE-SfN,"{""type"":""Point"",""coordinates"":[11.327499999999999,47.80639999999999]}"
0000f4066203536bd328,CRO,4,4,1,0,3,1,DE-Geb,"{""type"":""Point"",""coordinates"":[10.914299999999997,51.10009999999999]}"
00005d67a5126434b157,DBF,11,10,2,2,3,2,DE-Hai,"{""type"":""Point"",""coordinates"":[10.453,51.07919999999999]}"
000066ca029f8fe8f203,DBF,9,8,1,0,2,2,DE-Lnf,"{""type"":""Point"",""coordinates"":[10.3678,51.3282]}"
0000c736cafadf6bf164,WET,24,22,17,17,22,17,DE-Zrk,"{""type"":""Point"",""coordinates"":[12.889000000000005,53.87590000000001]}"
00002551eb7c80296d93,WET,14,12,9,9,14,10,DE-Akm,"{""type"":""Point"",""coordinates"":[13.683399999999999,53.866200000000006]}"
0000f75f973033a0fa3e,CRO,3,2,0,0,1,0,DE-Seh,"{""type"":""Point"",""coordinates"":[6.449699999999999,50.870599999999996]}"
0000c0a180e9df8d78d3,CRO,2,3,0,0,1,0,DE-RuS,"{""type"":""Point"",""coordinates"":[6.447199999999998,50.8659]}"
0000e372c23b7e81fd6d,GRA,8,8,2,2,5,2,DE-RuR,"{""type"":""Point"",""coordinates"":[6.304099999999998,50.621900000000004]}"
0000b7e64ac4316611aa,MF,14,12,1,1,4,2,BE-Vie,"{""type"":""Point"",""coordinates"":[5.9981,50.3051]}"
000026eed9451e24203f,CRO,4,4,0,0,1,0,BE-Lon,"{""type"":""Point"",""coordinates"":[4.7461,50.5516]}"
000097e0875290b4c12e,MF,6,5,1,1,3,1,BE-Bra,"{""type"":""Point"",""coordinates"":[4.5206,51.30919999999999]}"
000042258e3c23d135ba,GRA,13,13,10,10,13,10,NL-Hor,"{""type"":""Point"",""coordinates"":[5.0713,52.24040000000001]}"
00004252e9ac13ddc193,ENF,10,9,4,4,6,5,NL-Loo,"{""type"":""Point"",""coordinates"":[5.7436,52.16660000000001]}"
0000306ae99a60e3918c,DBF,6,6,1,1,2,1,FR-Fon,"{""type"":""Point"",""coordinates"":[2.7801,48.476400000000005]}"
0000258b62b8e910a650,CRO,3,3,1,0,2,1,FR-Gri,"{""type"":""Point"",""coordinates"":[1.9519000000000009,48.84420000000001]}"
000056102a95f24267a2,ENF,44,23,21,21,19,16,CA-Qfo,"{""type"":""Point"",""coordinates"":[-74.3421,49.69250000000001]}"
000033d3995f0857b43b,DBF,11,5,2,2,4,2,US-UMB,"{""type"":""Point"",""coordinates"":[-84.71379999999999,45.559799999999996]}"
00002b2d0d8f79366624,DBF,9,5,0,0,3,1,US-UMd,"{""type"":""Point"",""coordinates"":[-84.6975,45.5625]}"
0000873a17f6f1589464,MF,27,18,6,6,8,6,CA-Gro,"{""type"":""Point"",""coordinates"":[-82.1556,48.21670000000001]}"
000067ac7ba3f36dfb00,WET,19,16,12,10,12,11,US-Los,"{""type"":""Point"",""coordinates"":[-89.9792,46.082699999999996]}"
00008dc212e05c52a7c6,MF,22,16,5,5,8,6,US-Syv,"{""type"":""Point"",""coordinates"":[-89.3477,46.242]}"
00006e00d2ff5b2b4f20,WET,34,27,12,11,18,13,DK-NuF,"{""type"":""Point"",""coordinates"":[-51.3861,64.1308]}"
